methodology,rating_source,source_reference,study_label,pmid,doi,methodology_version,domain,expert_rating,overall_rating,verified,added_by,added_at
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—Overall,26710500,10.1515/rjim-2015-0032,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—Overall,26710500,10.1515/rjim-2015-0032,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Kadashetti (2015)—Overall,26710500,10.1515/rjim-2015-0032,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mrag (2020),33033445,10.2478/jomb-2019-0019,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mrag (2020),33033445,10.2478/jomb-2019-0019,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mrag (2020),33033445,10.2478/jomb-2019-0019,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mrag (2020),33033445,10.2478/jomb-2019-0019,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mussavira (2015),25790543,10.3906/sag-1306-116,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mussavira (2015),25790543,10.3906/sag-1306-116,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mussavira (2015),25790543,10.3906/sag-1306-116,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Mussavira (2015),25790543,10.3906/sag-1306-116,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Panda (2012),22923999,10.2147/DMSO.S32112,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Panda (2012),22923999,10.2147/DMSO.S32112,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Panda (2012),22923999,10.2147/DMSO.S32112,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Panda (2012),22923999,10.2147/DMSO.S32112,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ravindran (2015),26155572,10.7860/JCDR/2015/11633.5971,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ravindran (2015),26155572,10.7860/JCDR/2015/11633.5971,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ravindran (2015),26155572,10.7860/JCDR/2015/11633.5971,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Ravindran (2015),26155572,10.7860/JCDR/2015/11633.5971,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Shahbaz (2014),25307901,10.4103/0970-9290.142512,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Shahbaz (2014),25307901,10.4103/0970-9290.142512,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Shahbaz (2014),25307901,10.4103/0970-9290.142512,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Shahbaz (2014),25307901,10.4103/0970-9290.142512,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Wang (2017),28251153,10.1155/2017/2569707,quadas2-2011,flow_and_timing,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Wang (2017),28251153,10.1155/2017/2569707,quadas2-2011,index_test,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Wang (2017),28251153,10.1155/2017/2569707,quadas2-2011,patient_selection,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
quadas_2,jcm-15-01829,Salivary Glucose Testing for Diabetes Mellitus: A Systematic Review and Meta-Analysis of Current Evidence and Methodological Heterogeneity,Wang (2017),28251153,10.1155/2017/2569707,quadas2-2011,reference_standard,low,low,0,quadas2-extract-2026-04-21,2026-04-21 06:57:26
